"locus","chr","start","stop"
"AT4G14650","4",8400760,8402817
"AT4G37690","4",17708303,17709601
"AT4G00050","4",17863,19848
"AT4G37680","4",17701231,17702568
"AT4G09940","4",6231786,6233397
"AT4G22320","4",11793129,11794596
"AT4G08620","4",5500480,5505982
"AT4G35930","4",17019482,17020744
"AT4G22330","4",11798483,11799549
"AT4G22310","4",11791443,11792638
"AT4G09950","4",6234762,6236312
"AT4G22300","4",11787560,11789252
"AT4G36970","4",17429826,17431459
"AT4G09965","4",6244740,6245686
"AT4G27585","4",13766984,13769832
"AT4G37685","4",17705049,17706089
"AT4G35920","4",17012106,17014192
"AT4G22590","4",11893707,11895371
"AT4G16090","4",9103078,9103965
"AT4G14700","4",8422236,8424665
"AT4G14940","4",8541879,8544304
"AT4G05410","4",2743229,2745521
"AT4G05420","4",2746288,2752663
"AT4G14930","4",8538831,8541205
"AT4G22740","4",11944050,11945565
"AT4G05520","4",2804522,2807833
"AT4G16110","4",9112979,9115785
"AT4G14746","4",8462720,8464326
"AT4G05400","4",2741256,2742008
"AT4G23460","4",12243899,12248898
"AT4G05380","4",2737146,2737983
"AT4G32610","4",15728376,15729897
"AT4G05390","4",2738839,2740483
"AT4G17160","4",9641980,9643541
"AT4G22730","4",11941384,11943696
"AT4G37150","4",17492985,17494057
"AT4G09620","4",6077122,6078899
"AT4G14750","4",8470449,8471903
"AT4G17150","4",9638591,9641648
"AT4G17050","4",9589662,9592413
"AT4G14905","4",8526879,8527997
"AT4G02680","4",1181202,1184328
"AT4G17800","4",9895549,9896427
"AT4G05450","4",2759048,2760634
"AT4G05440","4",2757274,2758275
"AT4G09600","4",6073014,6073516
"AT4G05430","4",2753582,2754324
"AT4G17810","4",9906918,9907532
"AT4G09610","4",6074927,6075573
"AT4G14920","4",8531157,8535842
"AT4G22745","4",11947421,11948514
"AT4G23440","4",12237765,12240659
"AT4G24920","4",12820257,12820665
"AT4G24910","4",12817954,12818901
"AT4G23360","4",12200269,12204792
"AT4G05370","4",2736135,2736584
"AT4G17840","4",9918222,9920190
"AT4G14970","4",8553854,8561664
"AT4G24750","4",12758422,12760749
"AT4G17180","4",9646541,9648045
"AT4G23350","4",12197446,12199200
"AT4G05350","4",2726910,2727530
"AT4G37360","4",17567124,17568858
"AT4G32600","4",15724010,15725737
"AT4G14980","4",8561970,8563607
"AT4G09670","4",6107382,6109049
"AT4G09660","4",6104446,6106607
"AT4G05530","4",2816462,2818074
"AT4G05340","4",2725690,2726065
"AT4G14730","4",8448607,8450001
"AT4G23490","4",12251580,12253973
"AT4G02700","4",1189062,1193325
"AT4G37340","4",17564953,17566706
"AT4G09650","4",6100799,6101503
"AT4G37320","4",17559742,17561690
"AT4G05360","4",2728204,2732337
"AT4G14740","4",8450567,8453946
"AT4G17170","4",9644908,9646220
"AT4G37310","4",17556152,17558833
"AT4G09630","4",6083860,6087802
"AT4G14965","4",8551356,8553368
"AT4G17040","4",9586740,9589297
"AT4G05523","4",2808054,2809025
"AT4G22720","4",11937467,11938717
"AT4G24780","4",12770631,12772227
"AT4G22710","4",11935038,11936618
"AT4G09640","4",6088433,6090604
"AT4G24760","4",12761482,12763564
"AT4G24770","4",12766223,12767952
"AT4G37140","4",17492243,17492728
"AT4G17030","4",9581817,9583181
"AT4G23470","4",12249289,12251079
"AT4G37330","4",17562547,17564569
"AT4G37370","4",17569971,17571678
"AT4G14760","4",8475718,8481094
"AT4G22820","4",11987871,11988401
"AT4G23410","4",12224094,12225206
"AT4G14815","4",8505122,8505760
"AT4G37240","4",17524546,17525052
"AT4G14810","4",8504145,8504509
"AT4G23400","4",12220792,12222155
"AT4G37235","4",17518052,17519671
"AT4G14820","4",8507794,8510038
"AT4G24880","4",12808593,12811218
"AT4G14850","4",8513947,8516275
"AT4G22770","4",11963879,11965439
"AT4G14805","4",8502374,8503199
"AT4G24860","4",12801580,12808190
"AT4G16120","4",9116591,9119138
"AT4G14840","4",8511587,8513532
"AT4G14830","4",8510983,8511441
"AT4G14860","4",8516531,8517079
"AT4G37230","4",17516424,17517587
"AT4G22780","4",11968696,11970956
"AT4G27540","4",13753449,13754660
"AT4G37190","4",17507155,17509512
"AT4G05490","4",2771044,2772252
"AT4G23380","4",12214667,12216333
"AT4G22790","4",11975153,11976628
"AT4G05470","4",2763256,2765351
"AT4G37180","4",17504648,17506107
"AT4G37170","4",17498580,17500655
"AT4G37200","4",17509836,17511230
"AT4G37220","4",17515106,17515969
"AT4G37160","4",17494820,17497124
"AT4G05497","4",2777903,2778801
"AT4G05460","4",2761106,2762400
"AT4G23390","4",12217913,12219687
"AT4G14900","4",8521759,8523607
"AT4G14870","4",8517248,8517781
"AT4G24890","4",12811510,12814440
"AT4G17070","4",9595523,9598066
"AT4G37295","4",17553628,17553888
"AT4G24800","4",12782463,12784902
"AT4G09570","4",6049560,6052184
"AT4G24900","4",12814867,12817388
"AT4G02690","4",1186023,1187534
"AT4G37290","4",17549929,17550183
"AT4G17080","4",9601570,9603815
"AT4G24790","4",12778222,12781345
"AT4G17060","4",9593721,9594653
"AT4G09580","4",6052721,6054313
"AT4G14770","4",8481522,8484825
"AT4G17790","4",9891425,9892675
"AT4G22810","4",11984432,11985406
"AT4G09590","4",6066128,6066763
"AT4G37300","4",17554805,17555498
"AT4G17785","4",9881867,9883368
"AT4G14890","4",8520887,8521351
"AT4G14880","4",8518209,8520050
"AT4G22800","4",11978005,11983071
"AT4G37250","4",17527789,17530191
"AT4G22760","4",11960553,11962289
"AT4G24840","4",12796525,12800926
"AT4G14790","4",8496351,8499829
"AT4G14780","4",8492989,8494480
"AT4G24830","4",12793085,12795857
"AT4G37260","4",17540602,17541564
"AT4G37270","4",17541987,17546352
"AT4G37280","4",17546748,17549362
"AT4G23370","4",12206362,12213435
"AT4G22753","4",11952019,11953609
"AT4G24805","4",12785315,12786058
"AT4G17090","4",9605266,9607250
"AT4G16130","4",9120875,9127656
"AT4G24820","4",12790471,12792599
"AT4G22756","4",11955124,11956695
"AT4G37130","4",17489567,17491773
"AT4G15080","4",8609085,8612229
"AT4G17210","4",9652585,9654257
"AT4G24960","4",12828060,12828982
"AT4G22640","4",11911658,11912008
"AT4G16940","4",9533149,9537510
"AT4G24950","4",12826282,12826755
"AT4G16930","4",9529564,9530115
"AT4G08810","4",5616204,5617862
"AT4G16920","4",9519173,9525691
"AT4G09770","4",6154534,6155859
"AT4G08840","4",5631298,5633779
"AT4G15090","4",8614806,8617870
"AT4G05200","4",2679793,2682309
"AT4G23540","4",12280547,12286420
"AT4G22630","4",11909368,11909945
"AT4G08800","4",5614134,5615919
"AT4G23310","4",12185737,12188763
"AT4G09750","4",6146770,6148698
"AT4G08870","4",5646654,5648693
"AT4G22840","4",11991636,11993676
"AT4G37460","4",17608623,17615534
"AT4G24940","4",12823651,12825971
"AT4G17200","4",9651108,9652253
"AT4G23530","4",12279171,12280361
"AT4G22650","4",11913557,11914027
"AT4G17900","4",9946046,9947697
"AT4G16095","4",9104547,9105237
"AT4G17910","4",9951322,9953689
"AT4G05220","4",2685104,2685784
"AT4G16950","4",9539010,9544340
"AT4G15075","4",8607813,8608519
"AT4G08850","4",5636693,5640496
"AT4G16440","4",9269263,9271510
"AT4G37070","4",17464916,17467058
"AT4G15070","4",8603424,8606141
"AT4G05210","4",2682867,2684867
"AT4G22660","4",11914981,11916171
"AT4G15093","4",8618454,8619472
"AT4G15096","4",8620596,8622635
"AT4G37490","4",17622129,17624208
"AT4G17230","4",9661218,9662807
"AT4G17940","4",9965787,9966778
"AT4G08790","4",5608489,5611118
"AT4G16860","4",9488584,9495700
"AT4G37480","4",17619261,17621596
"AT4G08780","4",5604153,5608202
"AT4G22610","4",11902165,11902533
"AT4G37510","4",17626259,17628854
"AT4G05180","4",2672093,2673170
"AT4G09780","4",6159538,6161378
"AT4G27190","4",13620977,13623934
"AT4G09775","4",6156629,6157054
"AT4G37500","4",17625388,17625915
"AT4G08770","4",5598259,5600262
"AT4G22600","4",11900211,11901032
"AT4G17215","4",9655884,9656425
"AT4G16880","4",9496550,9497149
"AT4G22620","4",11907631,11908113
"AT4G23550","4",12291831,12293088
"AT4G24970","4",12831125,12835449
"AT4G16900","4",9512329,9516541
"AT4G17920","4",9963221,9964090
"AT4G15100","4",8625855,8629531
"AT4G17930","4",9964619,9964840
"AT4G23300","4",12182002,12184531
"AT4G14720","4",8432452,8434934
"AT4G14713","4",8427084,8429525
"AT4G05190","4",2675338,2679482
"AT4G16890","4",9500506,9505455
"AT4G37470","4",17617045,17618363
"AT4G14716","4",8430484,8431867
"AT4G23560","4",12293633,12295788
"AT4G17220","4",9657008,9659405
"AT4G22850","4",11994194,11995941
"AT4G15110","4",8629922,8632993
"AT4G05230","4",2687003,2687623
"AT4G16960","4",9546343,9551007
"AT4G23496","4",12257914,12258297
"AT4G09690","4",6124897,6126120
"AT4G17000","4",9567046,9569913
"AT4G23500","4",12264640,12267074
"AT4G15020","4",8575806,8578372
"AT4G15040","4",8581373,8584122
"AT4G22670","4",11918236,11920671
"AT4G23510","4",12267516,12270526
"AT4G23515","4",12271382,12272842
"AT4G08895","4",5697896,5698615
"AT4G15053","4",8591930,8593800
"AT4G05270","4",2694939,2695328
"AT4G05260","4",2693680,2694459
"AT4G15050","4",8588548,8590345
"AT4G23330","4",12192136,12194745
"AT4G15010","4",8573125,8574864
"AT4G05540","4",2818776,2821065
"AT4G17010","4",9576442,9577627
"AT4G05330","4",2720772,2722679
"AT4G14990","4",8566259,8569511
"AT4G15000","4",8571896,8572303
"AT4G22700","4",11933301,11933879
"AT4G17850","4",9922990,9923850
"AT4G22690","4",11929847,11931520
"AT4G09680","4",6116819,6123017
"AT4G02670","4",1176190,1178489
"AT4G05310","4",2714765,2716012
"AT4G05553","4",2826047,2826659
"AT4G17860","4",9924698,9926337
"AT4G22680","4",11922789,11924080
"AT4G05320","4",2718559,2719932
"AT4G23493","4",12256327,12256693
"AT4G37120","4",17486679,17489123
"AT4G09740","4",6142706,6145003
"AT4G37380","4",17572040,17573938
"AT4G37400","4",17584096,17586197
"AT4G37090","4",17477338,17478559
"AT4G08874","4",5673276,5673710
"AT4G09730","4",6136333,6139510
"AT4G15056","4",8595985,8597430
"AT4G05250","4",2691460,2692416
"AT4G16970","4",9551516,9555766
"AT4G05240","4",2688200,2689018
"AT4G24930","4",12821496,12822389
"AT4G37080","4",17473719,17476716
"AT4G23520","4",12274457,12276219
"AT4G17895","4",9939914,9942698
"AT4G15060","4",8599035,8601761
"AT4G37450","4",17605926,17606734
"AT4G27530","4",13752640,13753122
"AT4G23320","4",12189182,12191977
"AT4G37390","4",17579722,17581768
"AT4G08876","4",5677395,5677728
"AT4G37445","4",17604144,17604918
"AT4G37430","4",17597242,17598829
"AT4G37100","4",17479173,17481863
"AT4G17870","4",9928792,9929367
"AT4G37420","4",17593123,17594889
"AT4G17880","4",9933702,9935471
"AT4G37110","4",17484343,17486197
"AT4G37410","4",17590848,17592780
"AT4G16100","4",9105809,9107986
"AT4G37440","4",17601647,17603846
"AT4G08878","4",5683180,5684022
"AT4G27550","4",13755689,13759740
"AT4G16430","4",9267599,9269002
"AT4G16980","4",9557087,9557581
"AT4G17890","4",9937121,9939146
"AT4G02730","4",1207759,1209066
"AT4G10050","4",6284620,6287186
"AT4G19490","4",10616017,10622934
"AT4G28220","4",13993078,13995651
"AT4G31960","4",15459227,15459586
"AT4G06634","4",3764499,3766439
"AT4G19480","4",10614780,10615316
"AT4G19440","4",10602006,10604483
"AT4G19430","4",10598606,10599088
"AT4G19450","4",10606538,10609218
"AT4G19460","4",10610422,10611972
"AT4G26470","4",13371377,13372343
"AT4G39390","4",18316278,18317854
"AT4G19470","4",10612993,10614339
"AT4G01700","4",732413,733487
"AT4G31950","4",15455163,15457090
"AT4G26430","4",13355229,13357326
"AT4G03330","4",1466525,1467605
"AT4G35150","4",16726948,16728531
"AT4G35160","4",16730989,16732808
"AT4G03156","4",1396002,1396784
"AT4G26420","4",13350895,13352487
"AT4G28260","4",14005048,14006762
"AT4G28250","4",14000446,14001945
"AT4G26460","4",13369590,13370011
"AT4G31930","4",15449710,15450804
"AT4G26440","4",13357596,13359550
"AT4G28230","4",13995990,13997198
"AT4G31940","4",15452040,15453966
"AT4G19500","4",10625787,10630140
"AT4G28240","4",13997979,13998239
"AT4G03320","4",1464529,1465820
"AT4G07350","4",4172609,4175227
"AT4G19510","4",10633685,10637841
"AT4G26450","4",13362556,13364920
"AT4G27090","4",13594104,13595187
"AT4G26480","4",13372885,13375793
"AT4G28210","4",13990634,13991931
"AT4G19380","4",10568427,10572288
"AT4G19370","4",10566263,10567535
"AT4G01750","4",756534,758364
"AT4G19390","4",10574903,10576355
"AT4G26510","4",13384503,13387920
"AT4G16560","4",9324746,9328628
"AT4G03290","4",1442813,1443277
"AT4G03280","4",1440314,1441717
"AT4G01760","4",759131,761134
"AT4G19360","4",10564159,10565406
"AT4G19350","4",10562214,10563676
"AT4G26540","4",13394673,13398028
"AT4G26550","4",13402755,13404208
"AT4G03270","4",1432375,1433691
"AT4G01770","4",764564,766596
"AT4G26520","4",13388676,13390191
"AT4G12840","4",7533621,7535832
"AT4G26530","4",13391566,13392937
"AT4G01740","4",753422,755456
"AT4G01735","4",752288,752873
"AT4G01710","4",735776,736450
"AT4G28200","4",13987808,13990422
"AT4G03153","4",1394845,1395588
"AT4G39400","4",18324826,18328416
"AT4G03292","4",1444672,1445220
"AT4G39410","4",18332937,18334789
"AT4G26490","4",13380425,13381231
"AT4G28180","4",13982911,13983681
"AT4G01720","4",744949,748219
"AT4G19400","4",10581037,10581909
"AT4G35165","4",16735292,16735654
"AT4G01730","4",749574,752034
"AT4G19410","4",10582188,10584766
"AT4G32510","4",15685903,15688811
"AT4G28170","4",13981635,13982575
"AT4G26500","4",13382456,13383571
"AT4G03260","4",1429092,1431431
"AT4G03340","4",1467865,1469465
"AT4G35170","4",16736839,16738186
"AT4G35335","4",16807286,16810015
"AT4G28320","4",14018293,14019972
"AT4G18360","4",10146141,10148386
"AT4G31850","4",15403020,15406358
"AT4G12810","4",7522831,7523979
"AT4G31840","4",15401798,15402426
"AT4G03165","4",1399378,1400291
"AT4G35320","4",16806139,16806582
"AT4G18350","4",10142672,10144423
"AT4G26370","4",13334099,13336153
"AT4G31870","4",15410205,15411617
"AT4G03390","4",1490912,1494553
"AT4G31880","4",15419435,15423939
"AT4G11030","4",6738120,6742229
"AT4G12820","4",7527048,7528890
"AT4G26380","4",13338078,13341560
"AT4G35300","4",16796432,16799071
"AT4G31875","4",15411856,15412272
"AT4G35295","4",16795333,16796223
"AT4G35310","4",16802436,16804628
"AT4G28310","4",14017458,14018066
"AT4G03400","4",1497675,1499729
"AT4G12800","4",7521469,7522493
"AT4G35370","4",16815138,16817504
"AT4G28350","4",14026577,14028622
"AT4G28360","4",14029294,14030926
"AT4G26350","4",13326853,13328315
"AT4G35360","4",16812303,16814656
"AT4G26340","4",13324130,13325559
"AT4G28330","4",14022452,14022928
"AT4G32520","4",15689642,15692334
"AT4G28340","4",14024630,14025109
"AT4G18340","4",10130245,10132019
"AT4G26320","4",13317235,13317414
"AT4G35350","4",16810529,16811875
"AT4G26330","4",13320408,13323461
"AT4G18370","4",10149235,10151051
"AT4G35290","4",16790290,16793461
"AT4G35280","4",16787429,16788283
"AT4G26390","4",13342207,13344418
"AT4G35200","4",16749142,16749903
"AT4G35210","4",16751428,16752180
"AT4G27100","4",13595845,13598534
"AT4G07390","4",4195750,4197317
"AT4G03370","4",1478078,1478965
"AT4G07380","4",4192429,4193016
"AT4G35180","4",16738517,16740385
"AT4G18380","4",10157957,10159099
"AT4G31920","4",15444290,15446766
"AT4G03350","4",1473718,1474509
"AT4G35190","4",16746724,16748090
"AT4G26410","4",13346760,13348791
"AT4G03360","4",1474998,1475852
"AT4G26400","4",13344953,13346023
"AT4G07400","4",4197847,4199511
"AT4G07410","4",4201465,4205136
"AT4G35260","4",16774494,16776233
"AT4G28300","4",14014860,14016823
"AT4G31900","4",15431528,15438443
"AT4G03160","4",1397979,1398685
"AT4G12830","4",7531189,7533327
"AT4G35270","4",16777657,16780824
"AT4G03380","4",1485049,1490228
"AT4G31890","4",15427290,15429049
"AT4G28290","4",14012032,14012464
"AT4G35250","4",16771401,16773269
"AT4G31910","4",15441125,15443696
"AT4G35220","4",16752636,16753966
"AT4G18390","4",10163212,10164309
"AT4G35230","4",16755325,16758041
"AT4G28270","4",14007614,14008195
"AT4G35240","4",16761334,16764324
"AT4G18372","4",10151349,10151687
"AT4G19340","4",10559610,10560884
"AT4G28160","4",13980390,13980725
"AT4G01780","4",767310,769246
"AT4G21440","4",11418425,11419652
"AT4G16563","4",9329933,9331432
"AT4G28050","4",13942566,13943621
"AT4G33550","4",16134538,16134930
"AT4G28060","4",13944018,13945602
"AT4G21430","4",11407835,11412159
"AT4G19060","4",10445082,10446233
"AT4G39530","4",18374736,18377240
"AT4G21445","4",11424781,11425590
"AT4G19070","4",10446770,10448079
"AT4G02770","4",1229247,1229873
"AT4G26660","4",13448754,13451814
"AT4G21470","4",11431284,11433197
"AT4G28040","4",13940881,13942201
"AT4G19030","4",10421728,10423409
"AT4G01910","4",824730,826685
"AT4G21460","4",11428530,11430390
"AT4G33540","4",16130882,16133678
"AT4G26670","4",13452257,13453579
"AT4G19050","4",10440102,10443786
"AT4G39550","4",18380681,18381859
"AT4G19080","4",10448813,10449796
"AT4G33565","4",16136821,16137924
"AT4G01890","4",816210,818428
"AT4G39480","4",18362558,18364108
"AT4G28080","4",13948993,13957840
"AT4G19120","4",10460665,10463034
"AT4G01880","4",810810,812882
"AT4G39470","4",18359735,18361165
"AT4G33560","4",16135465,16135752
"AT4G39500","4",18366950,18368359
"AT4G39510","4",18368945,18370471
"AT4G01900","4",821736,823294
"AT4G19090","4",10449900,10452757
"AT4G01897","4",820487,821466
"AT4G19095","4",10453189,10453468
"AT4G01895","4",819957,820379
"AT4G26650","4",13445552,13447592
"AT4G19100","4",10453453,10454359
"AT4G39520","4",18371329,18374000
"AT4G03130","4",1387781,1390646
"AT4G39560","4",18382940,18383740
"AT4G11050","4",6747498,6751311
"AT4G28030","4",13937748,13939131
"AT4G24690","4",12741191,12744202
"AT4G01940","4",842265,843388
"AT4G26720","4",13470397,13472154
"AT4G26710","4",13468705,13469668
"AT4G06740","4",4045390,4045647
"AT4G24700","4",12744807,12745238
"AT4G01935","4",841102,842228
"AT4G06744","4",4070870,4072084
"AT4G27070","4",13586564,13588619
"AT4G06746","4",4074093,4074545
"AT4G24680","4",12733425,12739737
"AT4G01960","4",851387,852441
"AT4G21510","4",11446193,11447025
"AT4G32490","4",15678811,15679556
"AT4G21520","4",11447514,11450377
"AT4G24670","4",12727940,12730694
"AT4G21500","4",11441065,11441712
"AT4G18480","4",10201897,10203361
"AT4G19010","4",10411715,10414221
"AT4G12970","4",7586244,7586798
"AT4G01970","4",854073,856953
"AT4G01950","4",844597,846710
"AT4G24710","4",12745752,12748995
"AT4G28005","4",13929655,13930191
"AT4G01920","4",829103,831079
"AT4G21490","4",11436495,11439326
"AT4G33530","4",16126503,16130353
"AT4G39570","4",18384254,18385441
"AT4G12930","4",7573281,7573706
"AT4G21480","4",11433320,11435284
"AT4G26680","4",13454853,13456418
"AT4G32500","4",15681122,15685214
"AT4G12940","4",7574172,7574627
"AT4G12950","4",7576642,7577172
"AT4G03120","4",1385747,1387331
"AT4G26700","4",13463760,13467426
"AT4G28020","4",13933389,13935249
"AT4G28010","4",13930379,13932493
"AT4G01930","4",838802,840760
"AT4G18460","4",10195763,10196679
"AT4G18465","4",10197056,10201611
"AT4G19020","4",10414526,10420936
"AT4G26690","4",13456793,13459890
"AT4G28025","4",13935836,13937367
"AT4G02780","4",1237881,1244766
"AT4G01925","4",833173,834302
"AT4G26630","4",13430873,13434877
"AT4G01870","4",808473,810431
"AT4G19130","4",10466618,10469092
"AT4G21366","4",11383541,11383955
"AT4G12890","4",7546411,7547476
"AT4G19240","4",10527800,10529092
"AT4G03220","4",1417472,1419148
"AT4G18400","4",10170024,10171221
"AT4G12880","4",7544572,7545226
"AT4G19260","4",10533296,10536262
"AT4G19250","4",10531504,10532190
"AT4G03140","4",1392191,1393662
"AT4G03230","4",1419278,1422828
"AT4G19220","4",10505266,10508121
"AT4G19210","4",10501906,10504776
"AT4G28110","4",13968166,13969384
"AT4G21400","4",11399218,11401709
"AT4G03210","4",1416019,1417197
"AT4G21390","4",11394458,11397474
"AT4G12900","4",7548820,7549946
"AT4G28130","4",13971552,13974323
"AT4G21380","4",11389219,11393090
"AT4G18395","4",10169475,10169834
"AT4G01820","4",780734,785329
"AT4G19270","4",10537555,10538021
"AT4G01790","4",769868,770728
"AT4G26560","4",13406733,13407973
"AT4G03250","4",1425050,1427744
"AT4G03150","4",1393731,1394529
"AT4G39460","4",18356093,18358596
"AT4G26555","4",13404622,13406178
"AT4G19330","4",10554982,10558675
"AT4G28150","4",13977642,13978912
"AT4G28140","4",13974905,13975783
"AT4G01810","4",776734,779802
"AT4G03240","4",1423685,1424758
"AT4G12870","4",7542285,7543421
"AT4G12860","4",7538444,7538902
"AT4G12850","4",7537068,7538276
"AT4G12910","4",7550576,7553051
"AT4G19190","4",10493323,10495969
"AT4G40070","4",18576533,18577504
"AT4G18450","4",10190250,10191161
"AT4G40080","4",18579371,18580542
"AT4G40090","4",18581085,18581504
"AT4G40100","4",18583244,18584524
"AT4G33610","4",16146477,16146824
"AT4G33600","4",16144452,16145864
"AT4G01850","4",796298,797479
"AT4G33590","4",16142585,16143985
"AT4G18470","4",10192984,10195511
"AT4G40042","4",18559289,18559570
"AT4G26620","4",13427599,13429877
"AT4G19140","4",10469830,10471275
"AT4G11040","4",6745161,6746667
"AT4G40045","4",18559926,18560348
"AT4G40060","4",18571682,18572774
"AT4G01860","4",801713,808018
"AT4G40050","4",18561206,18563727
"AT4G26610","4",13425568,13427188
"AT4G26600","4",13419629,13423418
"AT4G19170","4",10481835,10483622
"AT4G01830","4",785683,790447
"AT4G18425","4",10181421,10182062
"AT4G19180","4",10485518,10487868
"AT4G28100","4",13965300,13966697
"AT4G26580","4",13411705,13412889
"AT4G21410","4",11402463,11405025
"AT4G19185","4",10489201,10491488
"AT4G28090","4",13961888,13964229
"AT4G18430","4",10183903,10185223
"AT4G19160","4",10477772,10479947
"AT4G01840","4",793403,794933
"AT4G18440","4",10186385,10188832
"AT4G19200","4",10499277,10500390
"AT4G28085","4",13960054,13960308
"AT4G28088","4",13961244,13961560
"AT4G26590","4",13414134,13416850
"AT4G19150","4",10471578,10472677
"AT4G12920","4",7568286,7569455
"AT4G35380","4",16819883,16825960
"AT4G31830","4",15400803,15401105
"AT4G23810","4",12392666,12393739
"AT4G35750","4",16940865,16941674
"AT4G18160","4",10055696,10057546
"AT4G10180","4",6346543,6349146
"AT4G08410","4",5339086,5341209
"AT4G28560","4",14116015,14117367
"AT4G10190","4",6350928,6352031
"AT4G03580","4",1596985,1599091
"AT4G31440","4",15253731,15254870
"AT4G31450","4",15255955,15257977
"AT4G31480","4",15264145,15267384
"AT4G31490","4",15269460,15272693
"AT4G31500","4",15273677,15275271
"AT4G18180","4",10065626,10067317
"AT4G31470","4",15261746,15262303
"AT4G31460","4",15259773,15260847
"AT4G18170","4",10061508,10062691
"AT4G11000","4",6731020,6732464
"AT4G28550","4",14111204,14113468
"AT4G08400","4",5323800,5325341
"AT4G18190","4",10067939,10069193
"AT4G10170","4",6344587,6345351
"AT4G23790","4",12387870,12389659
"AT4G28580","4",14123489,14125003
"AT4G23780","4",12386353,12386799
"AT4G03610","4",1605039,1606917
"AT4G08450","4",5365610,5371101
"AT4G08455","4",5375891,5376922
"AT4G27600","4",13782753,13785005
"AT4G35760","4",16942733,16944622
"AT4G03600","4",1603820,1604308
"AT4G10150","4",6328136,6329558
"AT4G10160","4",6336023,6337301
"AT4G27130","4",13604814,13605525
"AT4G03590","4",1600780,1602950
"AT4G28570","4",14119548,14121923
"AT4G23800","4",12390228,12392516
"AT4G08430","4",5347396,5350436
"AT4G35740","4",16936233,16940172
"AT4G31510","4",15276328,15277219
"AT4G35700","4",16923351,16924178
"AT4G10240","4",6368967,6369526
"AT4G35690","4",16921886,16922740
"AT4G10230","4",6366261,6367185
"AT4G35710","4",16925301,16926152
"AT4G35720","4",16927972,16928949
"AT4G08380","4",5311093,5312406
"AT4G31540","4",15284739,15286802
"AT4G31580","4",15306983,15308064
"AT4G03560","4",1580253,1585691
"AT4G18260","4",10093524,10097337
"AT4G18250","4",10087343,10091963
"AT4G31570","4",15297061,15306036
"AT4G27120","4",13602210,13604227
"AT4G31550","4",15290065,15291458
"AT4G08360","4",5295933,5296947
"AT4G31560","4",15295219,15296028
"AT4G08370","4",5301962,5303314
"AT4G18240","4",10082221,10087044
"AT4G35725","4",16930028,16930485
"AT4G02740","4",1217756,1220834
"AT4G35730","4",16931111,16933241
"AT4G18210","4",10076175,10077495
"AT4G08395","4",5319634,5320712
"AT4G28530","4",14090725,14094603
"AT4G28540","4",14107284,14110511
"AT4G31520","4",15278281,15281739
"AT4G18220","4",10078768,10080109
"AT4G10200","4",6353172,6355591
"AT4G03570","4",1590413,1594105
"AT4G10220","4",6362189,6365079
"AT4G08390","4",5314999,5317071
"AT4G10210","4",6357218,6360256
"AT4G03565","4",1586747,1587734
"AT4G03200","4",1408296,1412566
"AT4G18230","4",10080521,10081710
"AT4G35770","4",16945073,16945983
"AT4G22140","4",11728556,11730230
"AT4G31320","4",15193993,15194562
"AT4G31330","4",15202354,15203151
"AT4G31310","4",15191325,15192337
"AT4G35820","4",16971221,16972429
"AT4G22150","4",11731272,11732800
"AT4G08510","4",5411023,5413016
"AT4G18070","4",10030839,10032329
"AT4G27595","4",13772819,13777128
"AT4G31340","4",15205662,15208950
"AT4G22130","4",11723733,11727331
"AT4G23730","4",12362955,12364792
"AT4G22120","4",11715976,11719144
"AT4G31350","4",15213133,15215651
"AT4G18100","4",10035715,10036475
"AT4G35810","4",16968921,16970358
"AT4G18080","4",10033210,10033935
"AT4G18090","4",10034011,10034847
"AT4G23720","4",12358707,12359648
"AT4G08500","4",5404272,5407062
"AT4G31360","4",15221945,15223310
"AT4G10070","4",6295608,6299759
"AT4G22165","4",11734328,11735419
"AT4G23700","4",12342534,12345616
"AT4G35830","4",16973007,16977949
"AT4G23690","4",12339152,12339715
"AT4G03723","4",1649665,1650104
"AT4G16520","4",9306882,9308113
"AT4G08520","4",5417887,5420295
"AT4G23710","4",12350577,12351354
"AT4G22180","4",11738574,11739782
"AT4G22170","4",11736653,11737744
"AT4G08530","4",5421926,5422237
"AT4G18060","4",10027668,10029662
"AT4G08540","4",5433760,5436326
"AT4G10060","4",6289355,6295258
"AT4G31370","4",15223838,15224674
"AT4G35800","4",16961115,16967892
"AT4G28610","4",14133164,14134951
"AT4G08460","4",5377378,5378202
"AT4G10140","4",6322538,6324421
"AT4G23760","4",12381845,12382850
"AT4G10130","4",6320959,6321483
"AT4G27150","4",13609396,13609908
"AT4G31390","4",15233126,15236764
"AT4G18130","4",10042312,10045948
"AT4G27140","4",13607363,13607857
"AT4G18140","4",10046718,10049052
"AT4G31410","4",15244259,15245474
"AT4G18150","4",10050211,10053790
"AT4G28590","4",14125367,14126828
"AT4G35780","4",16946729,16950405
"AT4G03620","4",1607040,1608665
"AT4G16530","4",9311355,9315554
"AT4G28600","4",14130046,14132599
"AT4G31400","4",15237411,15239266
"AT4G23770","4",12383514,12384050
"AT4G03630","4",1608750,1610037
"AT4G08470","4",5384030,5387038
"AT4G23750","4",12376751,12377782
"AT4G10120","4",6315033,6319785
"AT4G10080","4",6300454,6302560
"AT4G08480","4",5388253,5391507
"AT4G23740","4",12367063,12369159
"AT4G18110","4",10037077,10037718
